user_id,course_id,rating,watch_time,clicked
39577,c_019,4.5,29.67,0
91116,c_008,2.0,81.18,0
54195,,4.4,58.54,0
10264,c_013,3.7,87.62,0
58668,c_008,2.7,28.42,0
50919,,1.5,62.09,1
62105,c_004,4.9,5.25,1
38649,c_022,4.9,83.3,0
22032,c_006,2.2,70.03,1
66426,c_008,4.4,13.45,1
99860,,3.1,40.51,1
68876,,3.0,54.34,0
6617,c_013,4.3,35.45,0
67824,c_013,3.2,94.92,0
6204,,1.9,13.56,1
76893,c_021,1.1,41.82,0
48915,c_006,1.8,62.57,1
51576,c_021,4.7,98.36,0
81562,c_021,3.8,56.98,0
33508,c_019,2.7,36.19,0
87270,c_010,1.6,18.07,1
12215,,3.6,51.42,0
43822,,3.5,65.19,0
1753,,2.7,41.45,0
50862,c_021,1.1,17.94,1
32842,c_015,5.0,95.36,1
90953,c_014,2.2,77.41,0
30796,,3.8,78.46,1
96741,,2.8,6.23,1
56,,2.6,7.71,0
97559,,4.1,11.84,0
7333,,4.5,23.07,0
31526,c_017,3.9,57.1,0
70008,,2.6,6.37,0
87424,c_017,2.3,80.99,0
37013,c_003,1.3,20.52,0
48569,c_012,1.7,47.33,0
56145,c_011,3.5,67.9,1
97192,c_018,1.7,35.58,0
94497,c_001,4.1,85.92,0
60589,c_005,3.4,45.45,1
30291,,3.1,33.02,0
30709,c_020,2.5,13.84,1
94590,,1.0,29.81,1
34424,c_016,2.4,28.59,0
56255,c_005,2.7,19.03,1
3153,c_017,2.0,52.61,1
88984,,3.2,97.18,0
53541,c_018,3.2,99.98,0
15079,c_006,1.8,21.41,1
60215,,2.5,23.72,0
29765,c_007,3.1,27.0,1
37012,c_013,3.1,3.31,1
82305,c_021,4.2,85.64,0
42010,,2.6,25.82,1
92231,c_002,2.9,53.82,1
91855,,1.9,66.54,0
34916,c_015,4.9,41.32,0
57926,c_010,3.1,59.3,1
40656,c_009,2.9,76.24,1
27886,c_006,2.5,40.28,1
34127,c_009,1.5,43.25,0
300,,2.7,78.7,0
9542,c_019,1.6,2.06,1
67109,c_015,3.3,11.43,0
60262,c_017,1.6,5.68,1
89701,c_002,3.8,46.11,1
52095,c_021,2.4,54.99,1
50520,c_019,4.0,63.67,1
65790,c_016,3.1,48.63,1
57065,,2.1,18.76,1
16025,c_012,3.9,29.12,0
23541,c_010,2.4,16.52,1
71911,c_008,2.6,67.98,1
41908,c_002,4.5,54.47,1
59625,c_022,1.2,13.96,1
22753,c_016,2.5,5.88,1
51335,c_004,4.1,40.54,0
60167,c_022,4.4,91.53,1
80365,c_013,4.0,6.06,1
58636,c_003,1.7,7.05,1
73307,c_019,4.4,26.53,1
56347,c_017,4.4,94.21,0
74140,c_017,3.7,13.38,0
16023,,1.9,91.58,1
67524,c_012,2.9,92.66,1
72752,c_019,2.3,34.75,0
12708,c_008,4.0,9.67,0
84175,c_019,4.4,91.23,0
53897,c_006,1.6,89.41,0
65050,c_008,1.5,41.79,1
28215,c_006,1.6,32.24,0
28356,c_018,3.0,67.72,0
66931,c_007,1.0,18.96,1
14854,c_014,2.8,63.98,1
29451,,4.5,72.61,0
70406,c_008,2.1,66.14,1
62965,c_017,1.4,40.94,1
1784,c_012,4.9,4.63,1
83017,c_021,4.2,80.47,1
86487,c_006,4.8,2.77,1
91013,c_022,3.2,6.19,1
13593,c_018,2.5,27.62,1
12965,c_001,3.5,69.36,1
50881,c_020,4.7,39.39,0
30108,c_019,2.0,19.73,0
32102,,3.9,20.63,0
26648,c_002,1.3,20.67,1
54704,c_015,3.6,10.37,1
8648,c_008,3.9,63.85,0
79029,,1.7,18.66,1
39450,,3.5,85.98,0
49814,c_007,2.0,17.78,1
11779,c_017,2.6,15.58,0
10708,,3.0,32.21,1
96057,c_021,3.7,12.38,1
53099,,3.7,66.6,0
42827,c_018,4.9,82.36,0
11674,c_013,4.8,62.22,1
83644,c_005,3.9,54.97,1
94833,c_007,2.3,41.81,0
70914,c_008,2.4,99.28,0
86975,c_002,2.8,62.51,1
84189,c_001,2.1,41.99,0
4932,,2.0,3.95,0
85467,c_008,4.5,73.97,1
16730,c_003,4.4,64.78,0
9542,,1.1,87.64,1
77452,c_013,4.7,11.75,0
25279,c_021,4.5,42.14,0
76595,,4.6,8.56,0
36285,c_018,1.1,95.03,1
14516,,3.4,46.4,0
53156,c_022,1.3,94.88,1
63658,,2.6,63.44,0
629,c_007,4.3,39.27,0
83376,c_020,4.5,31.84,1
23459,c_016,4.3,58.43,0
21182,c_008,4.4,11.63,1
58861,c_008,1.5,37.38,0
85105,,2.0,85.61,0
78528,,1.6,84.54,0
30786,c_013,1.4,82.95,0
73264,,4.3,41.25,1
94326,c_003,2.8,81.83,0
29800,,4.1,4.22,0
79067,c_017,1.2,14.9,1
95218,,1.4,37.27,1
91918,c_020,4.7,69.59,0
87786,,4.4,42.06,0
99138,c_022,2.2,16.21,1
85326,c_016,1.4,40.53,1
87373,c_014,1.1,23.05,0
39990,c_003,3.3,59.3,0
7703,c_017,3.4,91.77,0
34777,c_012,3.2,8.3,1
62015,c_003,4.5,51.94,0
87886,c_011,4.7,97.35,0
90951,,5.0,4.8,1
65704,c_022,3.1,6.25,0
96893,,4.2,44.19,0
12511,c_006,2.0,76.03,1
64495,c_017,1.2,53.35,0
48019,c_021,4.2,3.07,1
60713,c_009,1.7,55.19,0
50735,c_011,3.3,12.91,0
31752,c_006,3.1,0.65,0
35193,c_020,1.6,33.18,0
80821,c_013,1.9,66.12,0
45264,c_007,3.9,81.29,1
96004,c_007,1.1,60.39,0
1703,c_016,4.2,77.85,0
4986,c_008,4.3,23.25,0
44656,c_020,4.8,37.05,1
95729,,4.6,86.47,1
10267,c_015,2.4,62.38,0
70318,c_006,2.4,51.44,0
13677,c_016,1.9,2.27,1
93468,c_017,3.4,19.77,1
50172,c_022,3.5,69.68,0
88065,c_020,4.9,67.6,1
20034,,2.0,10.44,0
8934,,2.0,3.69,0
71525,,3.2,8.18,0
92057,c_011,2.3,64.6,0
62816,c_009,4.7,78.64,0
28170,c_006,1.8,68.0,0
46542,c_009,4.4,92.49,1
27789,c_011,1.6,21.2,1
80048,c_003,1.2,70.3,1
96630,c_016,4.4,39.49,0
19586,c_010,3.8,89.02,1
65932,c_013,1.6,30.19,0
80435,c_006,1.1,5.47,1
72897,c_002,4.3,96.25,0
86221,,4.7,30.72,0
17498,,4.5,57.95,0
85617,,1.8,89.09,1
89630,c_014,2.0,33.44,0
4492,c_013,1.3,58.28,0
85740,c_007,3.6,56.57,1
16908,c_018,1.1,32.73,0
31878,c_013,2.6,56.12,0
72477,c_020,2.2,75.97,1
44204,c_016,4.6,1.82,0
6063,c_020,4.8,30.67,0
68296,c_018,3.7,27.17,0
55123,c_020,3.5,13.03,0
81204,c_017,1.9,31.85,0
39675,c_021,2.5,64.53,1
97111,,1.9,71.79,1
21296,c_006,3.5,60.82,1
18410,,1.6,62.65,0
45982,c_012,3.1,31.3,1
92433,c_005,4.5,54.39,0
97485,c_005,1.1,8.07,1
5398,c_009,1.9,66.6,0
95609,c_016,1.5,22.06,1
27588,c_021,3.4,70.91,0
11086,c_005,4.5,28.14,0
55486,c_007,3.9,47.52,1
12924,c_003,2.8,7.44,0
8754,c_002,2.6,62.34,1
96867,c_019,3.9,69.16,1
74733,c_005,4.8,96.04,1
12219,c_014,2.0,53.56,1
13022,c_013,1.6,28.1,1
97124,c_016,1.6,39.09,1
36745,c_017,3.7,9.55,0
84704,c_009,3.9,71.74,0
97969,c_017,2.0,25.94,1
12509,,3.4,14.27,0
30318,c_020,3.8,64.22,1
26552,c_006,2.2,42.69,1
71152,c_003,3.0,62.82,0
51112,,4.8,86.53,0
43427,c_007,3.0,39.61,1
5749,c_009,1.4,38.21,0
14134,c_012,2.0,63.59,1
25493,c_004,2.9,13.42,1
63181,c_013,4.9,24.21,1
93658,c_001,2.7,26.22,0
28669,c_021,3.3,7.46,0
53806,,2.0,73.06,1
61921,c_017,3.1,76.08,1
31312,c_020,2.3,80.68,0
69888,c_014,4.7,42.18,1
4235,c_021,1.7,45.37,1
79349,,4.5,46.66,1
93340,c_019,3.4,4.33,1
26290,c_003,1.8,18.67,0
32317,c_017,2.1,11.93,1
76200,c_005,1.3,22.83,1
47051,c_022,2.2,90.13,1
1193,,1.3,10.57,1
75044,c_021,2.7,80.69,0
98272,c_019,1.1,79.11,1
70643,c_007,1.6,28.47,1
32902,c_004,2.1,14.25,0
69333,c_018,2.0,67.6,1
9089,c_016,2.3,55.63,1
71498,c_016,4.7,60.24,0
96858,c_005,4.1,67.87,0
60894,c_016,1.7,29.34,1
69017,c_006,1.1,61.02,1
77791,c_017,5.0,70.22,1
51869,c_016,2.1,25.65,1
74306,,3.4,0.42,1
44111,c_010,2.1,77.85,0
26620,,2.5,65.09,1
22124,c_020,2.5,24.84,1
42044,c_015,1.6,21.02,1
51143,,3.1,59.43,0
93493,c_020,2.7,73.69,1
98295,c_013,2.1,87.74,0
86119,c_009,4.3,86.36,0
11041,c_018,3.6,45.64,1
69504,c_006,2.5,86.87,0
22688,c_007,2.8,21.86,0
44238,c_019,2.9,6.49,1
75890,c_020,4.8,43.53,1
45765,c_013,4.2,34.02,1
14561,c_015,1.7,80.52,0
9926,,1.9,2.5,1
51543,c_007,3.7,56.23,1
43805,c_014,1.9,52.57,1
95036,c_006,4.6,47.9,0
77780,,1.8,73.1,0
91858,c_016,1.5,40.58,0
54011,c_009,3.3,25.1,1
38158,c_012,2.2,26.05,1
68409,,3.7,98.49,0
2955,c_019,3.2,46.24,1
87486,,4.2,44.78,0
36336,c_015,4.7,28.47,1
70684,c_011,2.9,28.39,0
47280,,4.5,83.85,0
13772,c_004,1.6,39.51,1
59146,c_004,4.3,49.02,0
36870,,2.5,65.41,1
679,c_008,2.5,43.92,1
560,c_005,4.0,40.66,1
50472,c_011,2.4,0.89,1
6372,c_018,2.0,52.08,1
6376,c_010,2.9,87.55,1
20020,c_004,2.1,39.87,1
91616,c_016,4.6,68.55,1
22933,c_021,4.7,47.35,0
68992,c_002,2.7,7.94,1
69535,c_010,1.4,31.23,1
63764,c_010,1.4,74.2,1
85768,c_014,3.8,53.58,0
81449,c_020,1.6,99.5,1
35433,c_007,2.7,35.31,1
43712,c_008,3.0,40.89,1
28450,c_003,2.4,63.37,1
64597,c_005,4.6,23.8,0
95609,c_006,4.1,30.07,0
94841,c_019,2.9,88.68,1
70895,c_019,1.7,92.48,1
90499,c_011,1.8,88.41,1
39145,c_006,4.2,24.63,0
27170,c_017,1.9,95.49,1
2079,c_020,2.9,66.18,1
69480,c_008,2.3,4.64,0
7701,c_020,2.1,64.48,1
35355,c_013,4.2,16.25,0
39602,c_001,3.5,44.85,0
22030,c_014,4.4,63.85,1
58323,c_006,4.4,33.65,0
48348,c_012,4.8,86.13,1
35021,c_009,2.8,19.98,0
81863,c_018,4.8,70.86,1
90719,c_001,2.4,2.21,0
30896,,3.4,14.62,0
96504,c_015,4.0,17.55,1
50786,,3.4,53.36,1
69931,c_005,1.3,21.16,1
88297,,2.2,41.81,1
44201,c_017,1.8,65.5,0
74680,c_002,1.2,9.92,0
68930,c_018,4.3,23.51,0
40555,c_008,1.8,72.48,1
59481,c_014,4.2,48.79,0
83549,c_006,1.8,97.13,0
37980,,3.5,99.82,0
52463,c_001,1.9,1.56,1
57474,c_016,3.5,13.96,1
62535,c_015,1.5,29.78,0
97265,c_007,2.4,84.55,0
26142,,3.9,15.6,1
69691,c_014,3.4,70.06,1
61369,c_002,2.1,13.34,1
38375,c_008,4.2,36.51,0
87701,c_009,1.8,61.67,0
9233,c_009,2.0,50.76,1
77297,,1.7,32.2,1
64615,c_013,3.8,36.22,0
86124,c_015,3.2,38.81,1
70987,,3.4,18.95,0
4360,c_020,3.6,86.7,1
83680,,1.6,43.52,1
16878,c_007,1.2,62.42,1
44899,c_021,2.1,45.75,1
91804,c_010,2.4,44.09,1
29255,,2.2,0.41,1
33043,c_003,2.6,84.95,1
97842,c_004,3.4,24.63,0
20211,c_010,3.4,76.97,0
35613,c_007,4.4,45.46,1
13079,c_021,1.9,67.01,0
10668,c_018,1.5,11.45,1
99234,c_002,2.6,41.18,1
54578,c_013,2.2,31.4,1
27279,c_010,1.2,95.83,0
63022,c_005,3.9,8.97,1
5098,c_012,3.0,92.49,0
94910,c_020,3.0,7.52,1
63806,,4.1,46.25,0
18379,,1.8,62.26,1
19916,c_012,3.8,76.62,0
84472,c_020,3.0,79.92,0
72345,c_013,3.8,50.03,1
84848,c_019,1.2,37.85,1
54483,c_013,4.7,17.89,1
58411,c_004,1.0,76.45,1
82979,,1.8,7.34,0
95268,c_013,3.4,0.78,1
79194,,5.0,98.18,1
78311,c_014,1.4,63.06,1
88908,c_010,3.7,46.85,1
92903,c_019,2.6,44.09,1
54487,c_001,1.0,26.88,0
7069,c_021,4.3,50.56,0
56395,c_019,4.0,17.22,1
50102,c_002,1.3,52.6,0
82130,c_005,2.1,86.61,1
68708,c_011,2.3,29.55,1
22573,c_015,4.7,72.32,1
6078,c_022,3.4,39.06,0
59733,c_015,4.6,28.8,1
49617,c_013,2.6,75.58,0
25221,c_016,3.9,27.62,1
92247,c_007,4.6,1.82,1
90415,c_009,4.3,93.72,1
15846,c_003,3.0,34.55,1
98869,c_015,3.2,45.08,1
35397,c_016,2.1,57.53,1
99844,,3.3,13.22,0
22145,c_002,4.6,60.11,1
88230,c_019,2.5,3.33,0
21802,c_012,1.3,74.01,1
72522,,2.6,65.15,0
32317,c_001,2.6,23.64,0
59196,,3.3,5.5,1
14382,,3.9,25.35,1
90810,,3.8,41.89,0
28163,c_020,3.0,87.89,1
68091,c_009,4.3,26.65,0
25189,,3.7,99.63,0
14667,c_005,3.9,56.39,0
16610,c_022,3.5,90.26,0
69493,c_016,1.4,31.01,1
38618,,1.9,62.1,1
38740,c_008,2.2,6.18,0
61755,c_007,4.5,71.88,0
72494,,2.7,38.45,1
56508,c_007,4.6,32.3,0
78207,,3.4,36.94,1
88504,c_009,2.8,9.02,0
16212,c_015,4.8,63.68,0
54194,c_006,3.2,53.09,0
84293,c_019,3.6,67.98,1
76247,c_010,4.2,81.25,1
18095,c_003,2.2,49.16,1
34025,c_009,1.7,16.62,1
76682,c_018,4.2,6.46,1
60294,c_018,2.7,64.06,0
95034,c_018,2.9,26.0,0
96918,,2.8,13.32,1
66932,c_016,1.6,93.75,0
74968,,3.0,72.78,0
11164,c_011,2.1,84.19,1
42259,,2.5,62.64,1
98687,c_013,2.3,13.55,0
16918,c_015,1.2,3.46,1
4126,c_008,1.5,50.13,1
13487,c_022,2.9,33.47,1
68009,c_011,3.7,8.56,1
69893,c_003,1.3,9.2,1
83409,c_016,4.9,18.49,1
60261,,2.2,51.6,1
14091,c_010,4.6,79.36,1
60143,c_022,3.2,73.04,0
16083,c_020,4.3,38.28,1
13939,c_021,3.7,76.87,1
60285,,2.5,74.7,0
80125,,3.8,72.83,1
50096,c_019,3.2,49.46,0
82080,c_020,2.2,69.86,1
2968,c_001,2.2,4.05,0
39639,c_004,3.6,8.65,0
62155,c_001,3.0,55.07,0
77135,,4.7,70.18,0
43146,c_016,3.3,15.18,1
83710,c_006,2.6,60.16,0
70787,c_017,3.6,0.95,0
81186,c_002,1.6,46.7,1
40313,c_002,1.7,29.9,0
54329,c_008,1.0,45.61,0
85369,,4.5,48.82,0
57072,c_017,2.2,50.02,1
19293,c_011,1.2,61.3,1
42839,c_006,4.8,54.84,0
46182,c_002,2.0,84.29,1
24951,c_022,2.3,17.43,1
41584,,3.9,91.54,1
51495,c_017,2.0,39.42,1
31443,,3.7,17.63,0
93609,c_021,4.5,38.34,0
16380,c_005,2.9,9.58,0
54245,c_021,4.0,63.64,1
49733,c_015,1.7,63.66,1
11403,c_010,3.4,97.55,1
6773,c_005,1.9,57.33,0
66308,c_017,4.5,46.73,0
28062,,3.6,9.25,1
35626,c_001,1.8,65.0,0
31773,c_011,1.0,97.23,0
9582,,4.3,58.85,1
89678,,2.7,27.77,1
26365,,3.6,91.73,1
87705,c_017,3.5,57.7,1
36033,,2.0,4.18,1
82018,c_007,1.7,61.67,0
216,c_014,5.0,91.31,1
55601,c_013,4.0,73.02,0
31052,,2.9,99.78,0
41336,c_004,3.6,13.29,0
624,,1.0,16.09,0
46487,c_014,3.3,68.7,1
24809,c_019,3.0,68.11,0
67751,c_021,1.2,45.67,1
21870,c_017,2.1,50.37,0
75399,c_019,3.0,71.32,1
53110,c_001,3.9,6.26,0
39453,c_018,1.5,88.67,0
35292,,3.8,25.15,1
58908,,4.0,83.02,1
3236,c_020,1.5,94.05,0
71084,c_013,1.3,91.16,1
43498,c_020,5.0,64.01,0
50473,c_001,1.3,90.26,1
49786,,3.6,92.69,0
42328,c_011,1.9,37.28,0
89761,c_020,2.9,36.81,0
1086,c_010,3.6,17.22,0
11435,c_014,3.8,32.41,1
98421,c_008,2.8,4.45,0
77462,,2.3,78.85,0
8593,c_006,2.8,26.65,0
86471,c_020,4.7,2.83,1
44260,c_018,2.2,76.39,1
38459,c_011,2.5,60.9,1
34663,c_022,3.4,1.47,0
79409,c_022,1.4,16.68,1
64065,c_021,1.0,66.25,0
33760,c_015,3.6,12.05,0
42844,c_022,2.2,7.15,0
87499,c_022,2.6,98.29,1
78641,c_015,3.9,95.73,0
35211,c_017,4.0,60.34,1
11868,c_011,3.2,2.88,1
42912,c_004,4.8,8.78,0
71427,c_021,4.6,33.31,1
32110,c_008,3.8,33.55,1
45263,c_006,1.7,58.82,1
84643,c_020,1.9,33.48,0
75848,,3.7,6.0,0
41173,c_003,3.8,62.34,1
23010,,2.5,27.57,0
82885,c_003,3.1,41.79,1
44388,c_016,2.0,66.6,0
39373,c_007,2.3,31.25,0
19104,c_017,4.4,34.24,1
21291,,2.3,32.41,1
37024,,4.3,65.15,0
42015,,2.6,39.54,0
48640,c_006,2.9,73.77,1
7327,c_012,1.6,89.73,1
89819,c_012,2.3,46.18,1
94488,c_013,2.3,29.41,0
51640,,3.5,69.06,1
63466,c_009,4.1,26.08,0
95570,,2.9,57.63,0
18400,c_004,3.0,72.18,0
66418,,2.9,95.24,0
58802,c_002,4.3,95.79,1
28046,,1.1,11.23,1
28425,c_009,3.4,89.76,1
21563,c_019,1.4,98.79,1
13232,c_002,4.6,75.82,1
13246,,2.2,89.63,0
52826,c_005,1.9,62.43,0
14686,,2.6,58.67,0
98552,c_001,3.8,56.73,1
94916,c_013,2.5,81.61,1
22296,c_004,4.5,20.87,1
71275,c_019,5.0,48.89,1
61434,c_006,4.7,93.39,1
53455,c_014,3.2,4.68,1
4563,c_022,2.2,22.17,1
34689,,1.2,67.47,0
48365,,2.4,21.15,1
4186,c_015,1.4,9.06,1
14261,c_007,2.6,88.72,1
3858,,3.8,6.79,1
14555,c_006,3.2,39.87,1
94094,c_022,1.2,15.93,0
96967,c_005,3.2,99.31,1
46615,,3.1,29.93,0
70571,,1.2,76.82,0
56826,c_010,3.1,90.06,1
24088,c_015,4.1,61.18,0
47576,c_008,4.9,23.5,1
34614,c_005,3.9,14.17,0
42732,,2.7,29.33,0
21261,c_015,3.5,3.18,1
71422,c_008,1.5,53.74,1
36224,c_022,2.4,32.81,1
6376,c_016,5.0,38.28,1
9520,c_011,1.1,34.53,0
57766,c_006,4.9,9.62,1
45340,c_015,2.5,36.91,0
20415,,3.5,45.86,0
44667,c_021,1.9,23.25,1
88600,c_003,3.6,51.63,0
82507,c_018,3.0,17.65,1
27489,c_020,4.2,4.76,0
84812,c_006,3.0,49.25,1
34347,c_016,1.3,38.53,0
37869,c_008,4.8,19.83,1
54618,c_017,2.4,20.77,1
5775,c_020,1.7,50.92,0
91961,c_011,1.4,38.49,1
78598,c_010,4.5,61.85,0
61801,,3.0,93.29,0
70426,c_020,4.9,8.39,1
68697,c_013,4.0,17.27,0
1811,c_007,3.2,94.64,0
67566,c_008,3.6,38.29,0
61168,c_016,1.4,97.68,1
29559,c_014,4.5,55.73,0
39479,c_016,1.8,47.04,0
14968,,4.9,65.3,1
83732,c_004,4.0,87.97,1
5290,c_012,4.4,80.51,1
99635,c_019,2.8,78.55,1
40463,c_018,2.2,30.44,1
95517,c_012,1.8,68.0,0
14945,,3.5,12.68,0
17851,c_005,2.7,37.13,1
87433,c_002,5.0,12.55,0
13317,c_002,3.3,76.91,0
19767,c_020,1.1,58.39,1
99769,c_005,2.2,27.08,0
22018,,1.1,95.86,0
12717,c_015,3.0,64.8,0
26828,c_002,4.2,82.85,1
39325,c_022,2.2,29.3,0
63723,c_015,1.0,5.93,1
69084,c_021,4.5,24.52,0
28439,c_006,2.5,41.25,1
69193,c_011,4.8,32.96,0
11778,,4.7,53.12,1
69557,c_017,1.0,15.98,0
74542,c_004,1.7,75.55,0
91631,c_004,2.8,44.31,0
11454,,3.9,85.9,0
6422,c_010,3.0,32.62,1
60062,c_002,3.5,50.7,1
10872,c_015,4.7,78.52,0
50641,c_007,1.0,53.34,1
30993,c_009,3.6,27.81,0
44680,c_003,3.2,36.43,1
55474,c_001,4.1,91.07,1
8195,c_012,4.0,0.76,0
80769,,4.4,75.94,0
24647,c_001,4.8,2.33,0
87467,c_018,1.3,32.87,0
57969,c_013,3.9,80.19,1
88424,c_017,2.2,31.12,1
78798,c_010,3.4,3.84,0
13787,c_021,4.7,51.56,0
78313,c_010,3.8,40.72,0
63908,c_015,2.6,26.77,1
47859,c_007,1.1,22.53,1
69693,c_009,2.5,54.4,1
45519,c_002,2.3,19.28,1
80965,c_013,2.6,0.71,1
56941,c_017,3.8,20.99,1
81601,c_004,1.9,15.85,0
68769,c_013,2.5,13.18,0
91930,c_003,3.4,82.18,0
92005,c_001,4.4,57.03,1
98624,c_020,3.2,83.67,0
68758,c_011,4.6,84.81,0
19403,,1.8,23.92,0
91726,c_017,1.2,99.57,0
18,c_004,3.8,57.71,0
99415,c_013,4.0,12.92,0
18959,c_003,2.0,71.07,1
56342,c_002,2.7,92.29,0
79880,c_022,2.8,7.29,0
35276,c_004,1.6,2.36,1
44658,c_018,1.7,98.2,1
53978,c_005,1.6,16.55,0
49915,c_003,2.0,20.45,1
6938,c_017,1.3,56.57,1
23495,c_022,2.8,15.02,1
88944,c_022,4.5,42.42,1
68529,c_017,3.1,20.86,0
28338,,3.6,1.04,0
48617,c_018,2.9,83.38,0
77163,c_014,2.2,20.47,1
13905,c_018,3.1,47.37,1
32710,,1.4,95.66,0
24252,c_022,3.9,6.85,0
43171,c_002,1.1,81.54,0
34591,c_005,1.8,63.4,0
42309,c_006,1.3,41.31,1
59880,c_012,4.5,58.98,0
11942,,3.2,78.86,0
79482,c_022,1.9,45.69,1
8711,c_004,4.6,43.85,1
96988,c_001,1.9,81.72,0
73482,c_001,2.8,41.54,0
56206,,3.5,35.63,1
62260,c_001,3.5,44.97,1
22392,c_013,1.3,14.59,1
69604,c_017,1.8,3.24,1
75676,c_019,2.4,28.85,1
94659,c_001,4.8,14.73,0
31009,c_006,1.3,56.27,1
67277,,2.3,0.8,0
64503,c_018,2.5,76.89,1
51490,c_004,3.4,50.61,1
96287,c_004,4.5,22.84,0
60692,c_019,4.4,26.37,0
59217,c_007,1.8,83.63,0
77795,c_010,2.8,30.7,0
47500,c_007,3.9,32.63,1
2423,c_019,3.7,58.96,0
4956,,1.4,93.52,0
99342,c_021,2.6,7.59,1
96988,c_022,3.8,93.49,1
99711,c_009,3.8,54.0,0
29927,c_016,1.8,56.18,0
70831,c_009,1.5,29.22,0
30875,,5.0,94.62,0
87163,c_017,2.6,51.09,0
90643,c_015,3.0,69.63,0
97076,c_017,3.4,33.65,1
29985,c_014,3.1,0.27,0
26626,c_009,3.2,50.67,0
40082,c_005,1.8,62.78,1
15139,,1.2,68.49,1
93030,c_015,1.1,81.71,0
11934,c_020,4.4,28.22,0
50969,c_022,3.0,58.25,0
41038,c_002,3.1,67.27,0
39608,c_015,3.1,4.53,0
72346,c_013,4.9,0.74,1
82910,c_015,4.4,44.26,0
78671,c_006,2.8,84.45,0
74545,c_016,2.7,57.08,1
92492,c_011,2.5,22.74,1
34954,c_009,2.1,3.41,0
38602,,4.9,10.11,1
15926,c_020,1.6,88.22,0
48526,c_017,3.8,70.26,0
39462,c_004,2.6,15.94,1
60726,c_019,4.2,54.09,1
30598,c_017,1.4,81.17,1
75810,c_013,1.3,8.67,1
90576,c_020,3.3,9.9,1
32411,c_001,1.8,20.66,1
57763,c_003,1.6,99.05,0
85662,c_020,5.0,37.23,1
37491,c_004,1.9,56.88,0
16939,c_011,4.3,6.43,1
58934,c_005,2.8,23.62,0
64751,c_011,2.3,82.89,1
91267,c_004,4.8,59.89,0
6769,c_017,3.8,67.77,0
12864,,3.7,3.9,1
91879,c_006,4.7,68.92,1
22279,c_011,2.4,48.98,0
75401,c_017,2.5,43.12,0
70741,c_001,4.8,74.99,1
27972,c_020,3.1,77.57,0
94282,c_012,1.9,70.19,0
97331,c_018,1.6,63.52,0
97220,c_022,1.8,80.35,0
94858,c_003,3.7,34.51,0
56526,c_011,4.8,92.64,1
87944,c_016,4.9,8.39,0
58586,,3.2,3.45,0
45665,c_011,3.8,1.98,0
24586,c_005,4.3,91.95,0
26012,c_013,5.0,16.8,0
97498,,2.6,21.74,0
66686,c_005,4.9,77.38,0
23479,c_010,4.0,57.97,1
88684,c_005,2.3,62.61,0
12701,c_005,4.3,72.87,1
95370,,2.5,47.66,1
28270,c_014,3.5,87.03,0
37093,c_021,4.6,44.41,1
60301,c_009,2.1,25.47,0
62497,,5.0,32.09,1
47996,,3.3,5.46,1
8511,c_017,1.4,86.4,0
85483,c_022,2.6,90.52,1
8503,c_014,3.8,50.46,1
95656,c_021,3.2,71.82,0
33972,c_009,4.8,54.87,0
50368,c_018,1.1,83.17,1
23370,c_005,2.6,19.18,1
81304,c_004,4.6,66.84,1
18343,c_022,1.0,64.85,1
84463,c_021,4.6,96.56,1
16817,c_018,2.2,88.85,0
22285,c_012,3.7,32.3,1
22852,c_003,2.2,36.03,1
29343,c_008,4.0,88.2,0
52409,c_002,2.2,38.54,0
28023,,4.5,87.85,1
59560,c_017,4.0,3.76,0
55025,,4.7,56.06,1
13120,c_021,4.5,95.89,1
96007,c_017,2.3,46.38,0
3377,c_008,1.9,14.71,0
76950,,2.1,13.36,0
88545,,1.4,67.59,1
14146,c_011,4.4,87.57,0
59318,c_013,3.4,13.58,1
44080,c_003,3.4,71.9,1
27090,c_011,1.0,11.96,0
36950,c_012,1.7,18.82,0
76042,c_017,2.0,91.89,1
218,c_017,1.8,97.09,0
23722,c_006,2.1,37.19,0
36652,c_010,4.4,52.75,1
97386,c_004,4.3,56.56,1
60000,,1.0,19.96,0
80308,c_015,3.5,33.44,0
14178,c_022,4.9,98.61,1
982,c_019,2.5,52.83,1
12733,c_013,4.6,7.36,0
38427,c_017,4.4,66.66,0
83356,c_006,4.8,54.55,1
64698,c_003,4.3,88.41,0
44073,c_014,4.5,8.04,0
61496,c_002,4.6,18.52,1
21634,,4.3,40.61,1
35962,c_005,1.3,35.43,0
69406,c_003,4.6,76.75,0
98244,c_017,2.5,87.38,0
9700,,1.3,17.03,1
70036,c_015,2.6,92.46,0
45141,c_010,3.5,25.38,0
90464,,4.0,84.87,1
13103,c_017,3.3,95.51,0
29329,,3.4,48.93,1
93573,c_007,3.1,96.91,0
36492,c_022,2.1,56.92,0
54274,c_006,1.0,66.7,1
30483,c_001,1.4,64.66,0
78687,c_022,4.2,24.0,1
16777,c_017,2.1,91.83,1
31517,c_001,4.4,62.34,1
56401,c_001,1.6,8.53,0
10202,c_018,1.9,52.47,1
74916,,2.3,96.64,0
74649,c_003,3.1,18.92,0
29113,c_003,3.8,36.87,1
59670,c_004,4.1,54.6,0
1240,c_011,1.3,48.52,1
98620,c_001,2.2,77.84,0
87394,c_022,4.3,11.85,0
